Date,UserID,ItemID,Event
2022-01-10 16:50:08,2615,1640,more_details
2022-01-10 16:51:06,1818,1616,more_details
2022-01-10 16:52:57,1590,1836,description
2022-01-10 16:53:03,2615,1640,visit_brand_shop
2022-01-10 16:53:31,1590,1836,more_details
2022-01-10 16:53:43,48,1932,description
2022-01-10 16:53:57,1818,1616,visit_brand_shop
2022-01-10 16:54:33,1818,1616,category
2022-01-10 16:54:34,1590,1836,visit_brand_shop
2022-01-10 16:55:23,2615,1640,category
2022-01-10 16:55:25,48,1932,more_details
2022-01-10 16:55:34,530,1932,description
2022-01-10 16:55:42,1590,1836,category
2022-01-10 16:56:21,530,1932,more_details
2022-01-10 16:57:38,1363,39,description
2022-01-10 16:57:46,48,1932,visit_brand_shop
2022-01-10 16:59:09,530,1932,visit_brand_shop
2022-01-10 16:59:13,1363,39,more_details
2022-01-10 16:59:41,2842,1555,description
2022-01-10 17:00:33,2686,1564,description
2022-01-10 17:00:38,2686,1564,visit_brand_shop
2022-01-10 17:00:42,1363,39,visit_brand_shop
2022-01-10 17:00:45,530,1932,category
2022-01-10 17:01:05,1363,39,category
2022-01-10 17:02:36,2842,1555,visit_brand_shop
2022-01-10 17:03:23,2686,1564,category
2022-01-10 17:03:50,2842,1555,category
2022-01-10 17:06:19,2686,1564,read_review
2022-01-10 17:06:57,617,1529,description
2022-01-10 17:07:11,617,1529,more_details
2022-01-10 17:07:52,617,1529,visit_brand_shop
2022-01-10 17:08:28,1936,589,description
2022-01-10 17:10:02,1936,589,category
2022-01-10 17:10:26,617,1529,category
2022-01-10 17:10:49,126,885,description
2022-01-10 17:11:08,126,885,visit_brand_shop
2022-01-10 17:12:02,998,1048,description
2022-01-10 17:12:18,998,1048,more_details
2022-01-10 17:12:42,998,1048,visit_brand_shop
2022-01-10 17:13:25,126,885,category
2022-01-10 17:14:15,2926,1445,description
2022-01-10 17:14:25,998,1048,category
2022-01-10 17:15:42,1621,1806,description
2022-01-10 17:16:01,2725,1200,description
2022-01-10 17:16:31,2926,1445,category
2022-01-10 17:16:55,2725,1200,more_details
2022-01-10 17:17:31,2926,1445,read_review
2022-01-10 17:17:37,1621,1806,visit_brand_shop
2022-01-10 17:18:36,1209,52,description
2022-01-10 17:18:38,2725,1200,visit_brand_shop
2022-01-10 17:18:53,1209,52,visit_brand_shop
2022-01-10 17:18:55,2725,1200,category
2022-01-10 17:20:06,1209,52,category
2022-01-10 17:27:25,882,453,description
2022-01-10 17:27:34,557,1912,description
2022-01-10 17:28:02,204,1049,description
2022-01-10 17:28:56,204,1049,category
2022-01-10 17:29:40,1981,781,description
2022-01-10 17:29:52,1002,1931,description
2022-01-10 17:30:02,557,1912,visit_brand_shop
2022-01-10 17:30:07,882,453,visit_brand_shop
2022-01-10 17:30:43,204,1049,read_review
2022-01-10 17:30:53,882,453,category
2022-01-10 17:32:16,1002,1931,more_details
2022-01-10 17:32:37,557,1912,category
2022-01-10 17:32:40,1981,781,more_details
2022-01-10 17:32:52,1002,1931,visit_brand_shop
2022-01-10 17:33:39,882,453,read_review
2022-01-10 17:33:51,1981,781,category
2022-01-10 17:38:34,2304,837,description
2022-01-10 17:40:58,2304,837,more_details
2022-01-10 17:43:48,2304,837,read_review
2022-01-10 17:48:46,1328,1716,description
2022-01-10 17:49:53,1397,1478,description
2022-01-10 17:50:43,1328,1716,more_details
2022-01-10 17:50:53,2240,496,description
2022-01-10 17:51:10,2240,496,more_details
2022-01-10 17:51:52,1397,1478,more_details
2022-01-10 17:52:36,1328,1716,visit_brand_shop
2022-01-10 17:53:12,930,566,description
2022-01-10 17:53:49,2240,496,category
2022-01-10 17:54:46,1397,1478,category
2022-01-10 17:55:15,648,1170,description
2022-01-10 17:55:31,1328,1716,category
2022-01-10 17:55:38,930,566,more_details
2022-01-10 17:55:38,648,1170,more_details
2022-01-10 17:56:18,1328,1716,read_review
2022-01-10 17:56:54,930,566,category
2022-01-10 17:57:36,648,1170,category
2022-01-10 17:58:18,618,1676,description
2022-01-10 17:59:10,618,1676,more_details
2022-01-10 18:01:58,618,1676,category
2022-01-10 18:03:50,618,1676,read_review
2022-01-10 18:05:49,416,1139,description
2022-01-10 18:07:25,416,1139,more_details
2022-01-10 18:09:27,416,1139,visit_brand_shop
2022-01-10 18:11:13,979,415,description
2022-01-10 18:11:49,1885,760,description
2022-01-10 18:12:05,416,1139,category
2022-01-10 18:12:43,1885,760,visit_brand_shop
2022-01-10 18:12:53,979,415,visit_brand_shop
2022-01-10 18:14:32,2390,1415,description
2022-01-10 18:14:44,1885,760,category
2022-01-10 18:16:09,2390,1415,more_details
2022-01-10 18:18:35,2723,1620,description
2022-01-10 18:18:54,1851,1722,description
2022-01-10 18:19:39,2723,1620,more_details
2022-01-10 18:20:18,696,834,description
2022-01-10 18:21:23,696,834,visit_brand_shop
2022-01-10 18:21:30,1851,1722,visit_brand_shop
2022-01-10 18:23:58,696,834,category
2022-01-10 18:29:03,2332,441,description
2022-01-10 18:31:58,92,1590,description
2022-01-10 18:32:01,2332,441,category
2022-01-10 18:32:35,659,1272,description
2022-01-10 18:34:04,659,1272,visit_brand_shop
2022-01-10 18:34:05,92,1590,more_details
2022-01-10 18:34:06,2332,441,read_review
2022-01-10 18:34:32,1475,1734,description
2022-01-10 18:35:08,13,486,description
2022-01-10 18:35:44,92,1590,category
2022-01-10 18:37:20,1475,1734,category
2022-01-10 18:37:57,13,486,more_details
2022-01-10 18:39:36,13,486,category
2022-01-10 18:41:54,13,486,read_review
2022-01-10 18:42:41,1510,1631,description
2022-01-10 18:43:04,1510,1631,more_details
2022-01-10 18:45:34,1510,1631,visit_brand_shop
2022-01-10 18:49:19,1022,1009,description
2022-01-10 18:51:16,115,1325,description
2022-01-10 18:51:44,1022,1009,category
2022-01-10 18:53:32,115,1325,more_details
2022-01-10 18:54:27,2136,499,description
2022-01-10 18:55:13,1098,725,description
2022-01-10 18:55:13,2533,1507,description
2022-01-10 18:55:29,1098,725,more_details
2022-01-10 18:56:07,115,1325,visit_brand_shop
2022-01-10 18:56:18,1481,612,description
2022-01-10 18:56:42,1098,725,visit_brand_shop
2022-01-10 18:56:50,2136,499,category
2022-01-10 18:57:02,2533,1507,visit_brand_shop
2022-01-10 18:57:04,2128,110,description
2022-01-10 18:57:18,2128,110,category
2022-01-10 18:58:01,2533,1507,category
2022-01-10 18:58:05,115,1325,category
2022-01-10 18:58:20,1481,612,more_details
2022-01-10 18:59:42,1098,725,category
2022-01-10 19:00:43,1481,612,visit_brand_shop
2022-01-10 19:01:06,1481,612,category
2022-01-10 19:02:49,1653,1438,description
2022-01-10 19:03:54,1481,612,read_review
2022-01-10 19:04:32,2851,1729,description
2022-01-10 19:04:41,95,635,description
2022-01-10 19:05:27,621,934,description
2022-01-10 19:05:52,2851,1729,more_details
2022-01-10 19:06:13,95,635,visit_brand_shop
2022-01-10 19:06:55,95,635,category
2022-01-10 19:07:17,2444,302,description
2022-01-10 19:07:20,621,934,read_review
2022-01-10 19:08:12,2851,1729,visit_brand_shop
2022-01-10 19:08:39,2851,1729,category
2022-01-10 19:08:58,2353,799,description
2022-01-10 19:09:08,2444,302,category
2022-01-10 19:10:51,2914,1872,description
2022-01-10 19:11:24,2914,1872,more_details
2022-01-10 19:11:40,2353,799,visit_brand_shop
2022-01-10 19:12:10,2353,799,category
2022-01-10 19:12:39,2026,1928,description
2022-01-10 19:13:28,2353,799,read_review
2022-01-10 19:14:09,2576,618,description
2022-01-10 19:15:45,2576,618,visit_brand_shop
2022-01-10 19:18:25,2576,618,category
2022-01-10 19:19:26,957,394,description
2022-01-10 19:21:48,957,394,category
2022-01-10 19:23:17,151,1757,description
2022-01-10 19:24:19,605,939,description
2022-01-10 19:24:29,151,1757,visit_brand_shop
2022-01-10 19:27:00,605,939,visit_brand_shop
2022-01-10 19:27:07,151,1757,category
2022-01-10 19:27:22,151,1757,read_review
2022-01-10 19:28:06,605,939,category
2022-01-10 19:28:47,2440,1482,description
2022-01-10 19:29:55,2440,1482,more_details
2022-01-10 19:32:35,2440,1482,category
2022-01-10 19:32:47,1348,1489,description
2022-01-10 19:33:27,1348,1489,visit_brand_shop
2022-01-10 19:35:35,58,1417,description
2022-01-10 19:36:29,58,1417,category
2022-01-10 19:45:52,42,827,description
2022-01-10 19:47:11,1399,1190,description
2022-01-10 19:47:20,1378,760,description
2022-01-10 19:47:25,1485,296,description
2022-01-10 19:47:56,1399,1190,category
2022-01-10 19:47:59,1378,760,more_details
2022-01-10 19:49:42,1485,296,more_details
2022-01-10 19:50:08,619,1139,description
2022-01-10 19:50:49,1378,760,category
2022-01-10 19:51:13,285,1450,description
2022-01-10 19:51:27,1485,296,visit_brand_shop
2022-01-10 19:53:00,619,1139,category
2022-01-10 19:53:27,285,1450,visit_brand_shop
2022-01-10 19:53:37,1626,7,description
2022-01-10 19:55:21,1626,7,more_details
2022-01-10 19:56:01,1626,7,category
2022-01-10 19:57:05,1549,951,description
2022-01-10 19:58:11,1549,951,more_details
2022-01-10 19:59:20,1549,951,visit_brand_shop
2022-01-10 20:00:41,1549,951,category
2022-01-10 20:01:37,466,37,description
2022-01-10 20:01:54,2184,1141,description
2022-01-10 20:03:52,1951,1048,description
2022-01-10 20:04:14,2184,1141,more_details
2022-01-10 20:04:37,466,37,visit_brand_shop
2022-01-10 20:04:57,2184,1141,visit_brand_shop
2022-01-10 20:05:05,466,37,category
2022-01-10 20:06:51,2184,1141,category
2022-01-10 20:12:23,897,183,description
2022-01-10 20:13:39,1440,951,description
2022-01-10 20:14:31,897,183,visit_brand_shop
2022-01-10 20:15:38,897,183,category
2022-01-10 20:16:30,1440,951,more_details
2022-01-10 20:16:33,283,1642,description
2022-01-10 20:18:18,283,1642,visit_brand_shop
2022-01-10 20:19:01,1440,951,category
2022-01-10 20:19:58,1440,951,read_review
2022-01-10 20:20:48,949,1673,description
2022-01-10 20:20:51,283,1642,category
2022-01-10 20:21:50,949,1673,category
2022-01-10 20:24:46,87,1235,description
2022-01-10 20:26:03,27,961,description
2022-01-10 20:26:18,87,1235,more_details
2022-01-10 20:27:56,27,961,more_details
2022-01-10 20:28:00,87,1235,visit_brand_shop
2022-01-10 20:28:33,27,961,category
2022-01-10 20:29:10,1229,1692,description
2022-01-10 20:29:59,87,1235,category
2022-01-10 20:30:23,1229,1692,visit_brand_shop
2022-01-10 20:31:03,87,1235,read_review
2022-01-10 20:31:51,2876,92,description
2022-01-10 20:32:01,2820,1729,description
2022-01-10 20:32:58,2876,92,more_details
2022-01-10 20:33:03,2876,92,category
2022-01-10 20:33:13,2820,1729,visit_brand_shop
2022-01-10 20:34:22,2820,1729,category
2022-01-10 20:34:32,2464,51,description
2022-01-10 20:35:00,680,463,description
2022-01-10 20:35:46,2464,51,visit_brand_shop
2022-01-10 20:36:40,680,463,category
2022-01-10 20:36:47,2464,51,category
2022-01-10 20:36:54,680,463,read_review
2022-01-10 20:44:32,2434,590,description
2022-01-10 20:45:37,1823,938,description
2022-01-10 20:47:31,2434,590,visit_brand_shop
2022-01-10 20:47:52,1823,938,visit_brand_shop
2022-01-10 20:48:32,2434,590,category
2022-01-10 20:49:06,1823,938,read_review
2022-01-10 20:50:48,1848,429,description
2022-01-10 20:52:13,1848,429,more_details
2022-01-10 20:52:22,1848,429,visit_brand_shop
2022-01-10 20:52:50,525,910,description
2022-01-10 20:53:07,2757,1417,description
2022-01-10 20:54:25,1848,429,category
2022-01-10 20:55:46,525,910,visit_brand_shop
2022-01-10 20:56:02,2757,1417,more_details
2022-01-10 20:58:03,2757,1417,category
2022-01-10 21:00:40,2469,1911,description
2022-01-10 21:01:19,2238,355,description
2022-01-10 21:02:18,2469,1911,visit_brand_shop
2022-01-10 21:03:34,2238,355,more_details
2022-01-10 21:03:37,2307,1697,description
2022-01-10 21:04:19,2307,1697,visit_brand_shop
2022-01-10 21:04:35,2307,1697,category
2022-01-10 21:04:57,2469,1911,category
2022-01-10 21:05:55,2541,822,description
2022-01-10 21:06:17,2238,355,category
2022-01-10 21:07:42,2541,822,visit_brand_shop
2022-01-10 21:08:49,2378,837,description
2022-01-10 21:14:04,2157,1362,description
2022-01-10 21:14:16,2157,1362,visit_brand_shop
2022-01-10 21:16:44,2157,1362,category
2022-01-10 21:19:06,2132,1214,description
2022-01-10 21:19:38,2132,1214,category
2022-01-10 21:20:04,1316,643,description
2022-01-10 21:20:22,1316,643,category
2022-01-10 21:21:08,2542,1952,description
2022-01-10 21:22:00,2132,1214,read_review
2022-01-10 21:22:28,1525,497,description
2022-01-10 21:23:01,2542,1952,visit_brand_shop
2022-01-10 21:24:01,1153,1359,description
2022-01-10 21:24:22,1525,497,category
2022-01-10 21:25:21,794,768,description
2022-01-10 21:25:27,2542,1952,category
2022-01-10 21:26:52,794,768,more_details
2022-01-10 21:27:02,794,768,visit_brand_shop
2022-01-10 21:27:50,2542,1952,read_review
2022-01-10 21:27:55,1154,1150,description
2022-01-10 21:28:45,794,768,category
2022-01-10 21:29:34,1154,1150,more_details
2022-01-10 21:32:03,274,1370,description
2022-01-10 21:32:11,1154,1150,visit_brand_shop
2022-01-10 21:32:17,1110,1027,description
2022-01-10 21:33:18,1629,1478,description
2022-01-10 21:33:56,274,1370,visit_brand_shop
2022-01-10 21:34:18,89,594,description
2022-01-10 21:35:04,1110,1027,more_details
